,LATITUDE,LONGITUDE,SURVEY_YEAR,COMMON_NAME,HAULJOIN,START_HOUR,SPECIES_CODE,CPUE,MATURITY_CODE,SPCODE_MATURITY,BOTTOM_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,VESSEL,CRUISE,HAUL
0,55.0,-166.31667,1977,snow crab,10744,6400,274320,508,20,2743220,556,27.2,14.4,56,790812,152
1,55.0,-165.15,1977,snow crab,21472,7200,548640,102950,39,5486439,832,0.0,0.0,112,1581624,288
2,55.01667,-165.75,1977,snow crab,21480,10400,548640,9255,39,5486439,992,0.0,0.0,112,1581624,296
3,55.31667,-166.33333,1977,snow crab,13410,7500,342900,887,21,3429021,640,35.5,20.0,70,988515,170
4,55.33333,-166.95,1977,snow crab,16470,9000,411480,3177,31,4114831,810,57.6,22.2,84,1186218,582
5,55.33333,-165.76667,1977,snow crab,21448,9600,548640,6311,39,5486439,920,0.0,0.0,112,1581624,264
6,55.33333,-165.15,1977,snow crab,21440,7200,548640,26291,39,5486439,848,0.0,0.0,112,1581624,256
7,55.33333,-164.58333,1977,snow crab,21432,5600,548640,552278,39,5486439,792,57.60000000000001,32.0,112,1581624,248
8,55.33333,-164.0,1977,snow crab,16068,9600,411480,5622,23,4114823,438,43.2,29.4,84,1186218,180
9,55.66667,-165.8,1977,snow crab,16140,9600,411480,3192,23,4114823,672,44.4,24.6,84,1186218,252
10,55.66667,-165.16667,1977,snow crab,16146,4200,411480,22666,23,4114823,636,46.2,24.0,84,1186218,258
11,55.66667,-164.58333,1977,snow crab,21552,12000,548640,248358,39,5486439,760,66.39999999999999,36.0,112,1581624,368
12,55.66667,-164.0,1977,snow crab,21560,5600,548640,23426,39,5486439,728,66.39999999999999,33.6,112,1581624,376
13,55.68333,-166.98333,1977,snow crab,21952,9600,548640,9945,39,5486439,1040,0.0,0.0,112,1581624,768
14,55.68333,-166.38333,1977,snow crab,16122,4200,411480,10003,23,4114823,738,41.4,22.2,84,1186218,234
15,55.68333,-163.4,1977,snow crab,15894,4200,411480,37858,23,4114823,474,28.8,0.0,84,1186218,6
16,55.68333,-162.81667,1977,snow crab,15900,6000,411480,4090,23,4114823,306,0.0,0.0,84,1186218,12
17,56.0,-166.4,1977,snow crab,16128,6000,411480,74866,23,4114823,726,0.0,0.0,84,1186218,240
18,56.0,-165.78333,1977,snow crab,16134,7800,411480,17222,23,4114823,648,0.0,0.0,84,1186218,246
19,56.0,-165.18333,1977,snow crab,13460,5000,342900,240089,21,3429021,465,0.0,0.0,70,988515,220
20,56.0,-164.58333,1977,snow crab,21544,10400,548640,223120,39,5486439,720,0.0,0.0,112,1581624,360
21,56.0,-164.0,1977,snow crab,21568,7200,548640,245787,39,5486439,704,0.0,0.0,112,1581624,384
22,56.0,-163.4,1977,snow crab,21416,8000,548640,37991,39,5486439,672,0.0,0.0,112,1581624,232
23,56.01667,-168.21667,1977,snow crab,22040,8000,548640,23345,39,5486439,1144,0.0,0.0,112,1581624,856
24,56.01667,-167.01667,1977,snow crab,21944,7200,548640,46963,39,5486439,1024,0.0,0.0,112,1581624,760
25,56.01667,-162.8,1977,snow crab,13255,6500,342900,5571,18,3429018,385,0.0,0.0,70,988515,15
26,56.01667,-162.21667,1977,snow crab,15912,9600,411480,2432,23,4114823,354,0.0,0.0,84,1186218,24
27,56.31667,-165.2,1977,snow crab,24507,9000,617220,177755,45,6172245,756,0.0,0.0,126,1779327,675
28,56.31667,-162.8,1977,snow crab,16050,9600,411480,12306,23,4114823,462,37.2,18.0,84,1186218,162
29,56.33333,-170.66667,1977,snow crab,16806,7800,411480,1520,36,4114836,690,60.6,0.0,84,1186218,918
30,56.33333,-170.05,1977,snow crab,22432,8000,548640,7091,38,5486438,832,76.8,0.0,112,1581624,1248
31,56.33333,-169.46667,1977,snow crab,8415,3900,205740,507,11,2057411,438,35.099999999999994,0.0,42,593109,471
32,56.33333,-168.86667,1977,snow crab,22448,13600,548640,656586,39,5486439,984,96.0,30.400000000000002,112,1581624,1264
33,56.33333,-167.65,1977,snow crab,16494,9000,411480,118791,23,4114823,744,61.2,23.4,84,1186218,606
34,56.33333,-167.01667,1977,snow crab,21936,4800,548640,702033,39,5486439,880,76.0,31.199999999999996,112,1581624,752
35,56.33333,-166.41667,1977,snow crab,21832,12000,548640,213467,39,5486439,792,73.60000000000001,28.800000000000004,112,1581624,648
36,56.33333,-165.8,1977,snow crab,21824,9600,548640,99087,39,5486439,704,0.0,0.0,112,1581624,640
37,56.33333,-164.58333,1977,snow crab,24498,6300,617220,172839,45,6172245,756,75.60000000000001,26.099999999999994,126,1779327,666
38,56.33333,-164.0,1977,snow crab,21576,9600,548640,21548,39,5486439,672,0.0,0.0,112,1581624,392
39,56.33333,-163.4,1977,snow crab,21408,5600,548640,30012,39,5486439,656,54.39999999999999,24.800000000000004,112,1581624,224
40,56.33333,-162.21667,1977,snow crab,16044,7800,411480,4791,23,4114823,450,0.0,0.0,84,1186218,156
41,56.35,-168.23333,1977,snow crab,22032,5600,548640,402425,39,5486439,1184,76.0,29.599999999999998,112,1581624,848
42,56.35,-161.63333,1977,snow crab,15924,6000,411480,9583,23,4114823,372,24.6,19.2,84,1186218,36
43,56.65,-169.53333,1977,snow crab,16548,10200,411480,45487,23,4114823,450,66.6,27.0,84,1186218,660
44,56.65,-167.06667,1977,snow crab,21928,12800,548640,55084,39,5486439,744,76.0,28.0,112,1581624,744
45,56.65,-163.38333,1977,snow crab,24291,6300,617220,188134,45,6172245,657,72.89999999999999,18.0,126,1779327,459
46,56.65,-162.18333,1977,snow crab,16038,6000,411480,72920,23,4114823,426,0.0,0.0,84,1186218,150
