,LATITUDE,LONGITUDE,SURVEY_YEAR,COMMON_NAME,HAULJOIN,START_HOUR,SPECIES_CODE,CPUE,MATURITY_CODE,SPCODE_MATURITY,BOTTOM_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,VESSEL,CRUISE,HAUL
0,55.00635,-166.94038,2015,snow crab,-42474,5133,205740,372,22,2057422,465,27.0,13.5,486,604503,234
1,55.31969,-166.34498,2015,snow crab,-70760,4630,342900,300,29,3429029,665,40.0,23.5,470,1007505,325
2,55.32738,-165.17083,2015,snow crab,-56592,5296,274320,256,20,2743220,448,28.4,20.4,376,806004,144
3,55.335,-166.96819,2015,snow crab,-42480,2478,205740,236,22,2057422,420,28.5,14.700000000000001,486,604503,240
4,55.3467,-164.56199,2015,snow crab,-113056,7264,548640,100173,39,5486439,808,58.39999999999999,40.800000000000004,752,1612008,256
5,55.64866,-165.17064,2015,snow crab,-70675,8170,342900,3968,21,3429021,550,36.0,25.5,470,1007505,185
6,55.66295,-164.57259,2015,snow crab,-84816,3852,411480,497,23,4114823,582,42.6,29.4,564,1209006,228
7,55.66588,-165.79881,2015,snow crab,-86472,4230,411480,850,30,4114830,714,46.8,30.6,972,1209006,426
8,55.67202,-168.18776,2015,snow crab,-57176,3224,274320,272,20,2743220,544,36.4,19.6,648,806004,480
9,55.67632,-164.00434,2015,snow crab,-42411,2802,205740,213,13,2057413,282,21.9,14.399999999999999,282,604503,117
10,55.9925,-168.23059,2015,snow crab,-114360,8312,548640,69925,39,5486439,1192,71.2,36.800000000000004,1296,1612008,968
11,55.99438,-166.38885,2015,snow crab,-84894,9714,411480,6066,36,4114836,744,46.8,30.6,564,1209006,372
12,56.0014,-165.17393,2015,snow crab,-112944,14016,548640,3845,39,5486439,776,59.199999999999996,36.0,752,1612008,336
13,56.00349,-167.00471,2015,snow crab,-113296,10656,548640,10634,43,5486443,1080,75.2,40.800000000000004,1296,1612008,656
14,56.00599,-167.61919,2015,snow crab,-115864,11232,548640,30526,39,5486439,1064,76.8,40.0,752,1612008,552
15,56.01282,-164.58265,2015,snow crab,-42351,4368,205740,396,13,2057413,279,21.9,14.100000000000001,282,604503,123
16,56.01706,-165.77642,2015,snow crab,-112496,12848,548640,63360,39,5486439,840,62.39999999999999,39.199999999999996,1296,1612008,552
17,56.32227,-166.43564,2015,snow crab,-113008,10704,548640,2888,39,5486439,832,61.60000000000001,38.4,752,1612008,488
18,56.32722,-162.79341,2015,snow crab,-55808,5332,274320,316,20,2743220,316,29.2,16.8,376,806004,100
19,56.32823,-168.24563,2015,snow crab,-113576,11536,548640,228759,39,5486439,1232,72.8,35.199999999999996,1296,1612008,936
20,56.32838,-165.80418,2015,snow crab,-112488,10608,548640,2427,40,5486440,728,60.800000000000004,34.4,1296,1612008,544
21,56.33025,-164.58233,2015,snow crab,-126342,6309,617220,3317,45,6172245,792,64.80000000000001,39.599999999999994,1458,1813509,450
22,56.33109,-167.03907,2015,snow crab,-113304,13184,548640,123502,39,5486439,904,75.2,40.0,1296,1612008,664
23,56.33581,-168.88787,2015,snow crab,-114368,11272,548640,87994,39,5486439,1024,71.2,39.199999999999996,1296,1612008,976
24,56.33624,-167.65332,2015,snow crab,-130356,14814,617220,28660,45,6172245,1161,84.60000000000001,45.900000000000006,846,1813509,630
25,56.33911,-170.06807,2015,snow crab,-72595,3575,342900,862,26,3429026,550,43.0,23.0,470,1007505,535
26,56.34118,-165.1923,2015,snow crab,-113104,5160,548640,7369,39,5486439,696,57.60000000000001,36.800000000000004,752,1612008,344
27,56.34138,-163.96692,2015,snow crab,-56148,6844,274320,288,20,2743220,336,29.2,16.0,648,806004,196
28,56.65467,-167.06564,2015,snow crab,-127476,5895,617220,10020,45,6172245,864,85.5,36.900000000000006,1458,1813509,756
29,56.6625,-165.2234,2015,snow crab,-56476,3688,274320,1156,20,2743220,304,28.4,16.0,376,806004,176
30,56.66452,-168.28367,2015,snow crab,-113552,6032,548640,291978,39,5486439,856,68.0,37.6,1296,1612008,912
31,56.66581,-166.44161,2015,snow crab,-84744,5556,411480,1790,23,4114823,510,44.4,24.0,564,1209006,354
32,56.66656,-167.66879,2015,snow crab,-115880,5704,548640,40104,39,5486439,832,76.0,33.6,752,1612008,568
33,56.6687,-161.60176,2015,snow crab,-55868,2568,274320,600,20,2743220,352,28.4,17.2,376,806004,48
34,56.66873,-168.9133,2015,snow crab,-116128,10064,548640,276436,39,5486439,792,68.0,29.599999999999998,752,1612008,832
35,56.66964,-164.58855,2015,snow crab,-56156,3768,274320,564,20,2743220,300,28.4,15.6,648,806004,204
36,56.67093,-163.37448,2015,snow crab,-83856,7296,411480,710,23,4114823,450,43.2,24.6,972,1209006,192
37,56.67139,-171.3582,2015,snow crab,-116216,5712,548640,49983,39,5486439,960,70.39999999999999,35.199999999999996,752,1612008,928
38,56.67255,-170.13286,2015,snow crab,-43560,2871,205740,195,11,2057411,291,24.299999999999997,15.600000000000001,282,604503,324
39,56.67319,-169.50114,2015,snow crab,-29036,3306,137160,136,16,1371616,160,16.4,11.0,188,403002,212
40,56.67693,-165.84816,2015,snow crab,-112480,8320,548640,2644,39,5486439,624,59.199999999999996,32.0,1296,1612008,536
41,56.82893,-169.91279,2015,snow crab,-87126,7290,411480,2068,23,4114823,438,46.8,32.4,564,1209006,654
42,56.83151,-168.62136,2015,snow crab,-116120,8136,548640,206374,39,5486439,768,63.199999999999996,31.199999999999996,752,1612008,824
43,56.83199,-169.30714,2015,snow crab,-116112,5712,548640,8429,39,5486439,640,62.39999999999999,35.199999999999996,752,1612008,816
44,56.99344,-167.09147,2015,snow crab,-113320,7456,548640,841,38,5486438,592,69.60000000000001,28.0,1296,1612008,680
45,56.99611,-164.60857,2015,snow crab,-84240,7290,411480,504,23,4114823,414,41.4,19.8,972,1209006,312
46,56.99735,-169.5581,2015,snow crab,-28782,1402,137160,166,16,1371616,120,16.4,9.6,324,403002,250
47,56.99805,-162.79081,2015,snow crab,-41871,1923,205740,222,13,2057413,183,21.0,13.799999999999999,282,604503,66
48,56.99917,-163.38978,2015,snow crab,-41931,4335,205740,231,13,2057413,198,21.0,12.0,486,604503,99
49,56.99923,-168.94741,2015,snow crab,-87078,10314,411480,7404,23,4114823,480,46.8,25.2,564,1209006,606
50,57.00144,-168.33607,2015,snow crab,-85146,8736,411480,46525,23,4114823,480,48.0,22.2,972,1209006,666
51,57.00156,-170.1589,2015,snow crab,-43569,2706,205740,222,13,2057413,204,23.700000000000003,15.600000000000001,282,604503,336
52,57.00178,-171.4061,2015,snow crab,-116224,8072,548640,69938,39,5486439,872,67.2,34.4,752,1612008,936
53,57.00206,-170.78292,2015,snow crab,-116232,10496,548640,2709,43,5486443,760,64.8,39.199999999999996,752,1612008,944
54,57.00253,-165.85555,2015,snow crab,-56232,2624,274320,1176,20,2743220,288,28.8,15.2,648,806004,260
55,57.00286,-167.6961,2015,snow crab,-86916,6006,411480,5430,23,4114823,468,55.2,21.0,564,1209006,432
56,57.00397,-172.0481,2015,snow crab,-73975,6255,342900,8400,21,3429021,585,51.0,21.5,470,1007505,1080
57,57.0118,-166.44832,2015,snow crab,-70735,3205,342900,615,18,3429018,375,36.5,18.5,470,1007505,290
58,57.14548,-169.89568,2015,snow crab,-58088,5824,274320,288,20,2743220,200,28.4,24.8,376,806004,440
59,57.16508,-169.3172,2015,snow crab,-86352,5550,411480,17756,23,4114823,432,48.6,27.0,972,1209006,756
60,57.16791,-168.63694,2015,snow crab,-101584,10129,480060,675,37,4800637,532,51.099999999999994,27.299999999999997,658,1410507,700
61,57.32396,-169.599,2015,snow crab,-86358,7326,411480,1610,23,4114823,366,46.2,22.8,972,1209006,762
62,57.32441,-165.21953,2015,snow crab,-56612,5792,274320,1172,20,2743220,268,27.2,12.8,376,806004,184
63,57.32556,-168.3719,2015,snow crab,-99330,8561,480060,983,34,4800634,511,51.099999999999994,23.1,1134,1410507,770
64,57.32888,-171.46637,2015,snow crab,-116256,5936,548640,17573,39,5486439,816,71.2,36.0,1296,1612008,1232
65,57.33373,-167.72627,2015,snow crab,-86928,8400,411480,4274,23,4114823,444,54.0,17.4,564,1209006,444
66,57.33391,-173.33131,2015,snow crab,-73805,7665,342900,474,18,3429018,605,46.0,23.0,810,1007505,1075
67,57.33445,-164.62566,2015,snow crab,-56164,5796,274320,576,20,2743220,260,28.0,14.0,648,806004,212
68,57.33461,-167.12101,2015,snow crab,-84996,7224,411480,3094,23,4114823,420,54.6,18.6,972,1209006,516
69,57.33596,-172.10078,2015,snow crab,-88752,4518,411480,43162,23,4114823,654,59.4,23.4,564,1209006,1278
70,57.33809,-166.48256,2015,snow crab,-84738,10218,411480,9961,23,4114823,420,39.6,20.4,564,1209006,342
71,57.34061,-165.87559,2015,snow crab,-84342,9906,411480,5475,23,4114823,408,40.8,19.2,972,1209006,384
72,57.34979,-172.81358,2015,snow crab,-29520,2608,137160,762,16,1371616,234,18.4,9.0,324,403002,428
73,57.49467,-169.99682,2015,snow crab,-87324,7548,411480,4794,23,4114823,402,48.6,25.8,564,1209006,726
74,57.50079,-168.74236,2015,snow crab,-101563,4984,480060,1636,37,4800637,497,46.900000000000006,21.0,658,1410507,672
75,57.50205,-169.38174,2015,snow crab,-71970,3515,342900,770,21,3429021,355,38.0,20.5,810,1007505,640
76,57.51223,-170.59026,2015,snow crab,-130293,13626,617220,2647,45,6172245,675,72.0,43.199999999999996,1458,1813509,1368
77,57.65115,-168.38524,2015,snow crab,-85134,5748,411480,1428,30,4114830,420,40.8,16.2,972,1209006,654
78,57.66095,-169.64438,2015,snow crab,-115160,7496,548640,2264,39,5486439,568,60.800000000000004,31.199999999999996,1296,1612008,1032
79,57.6612,-165.88671,2015,snow crab,-84336,8514,411480,47846,23,4114823,384,37.8,18.0,972,1209006,378
80,57.6631,-164.6145,2015,snow crab,-42126,5145,205740,237,11,2057411,159,20.700000000000003,12.299999999999999,486,604503,162
81,57.66664,-167.76284,2015,snow crab,-115912,13104,548640,5522,38,5486438,552,65.60000000000001,26.400000000000002,752,1612008,600
82,57.667,-167.12194,2015,snow crab,-113336,11456,548640,30953,38,5486438,544,66.39999999999999,24.0,1296,1612008,696
83,57.66706,-172.79811,2015,snow crab,-118072,8256,548640,102208,39,5486439,952,76.0,34.4,1296,1612008,1704
84,57.66725,-170.27633,2015,snow crab,-58220,6220,274320,615,15,2743215,288,32.0,14.0,376,806004,488
85,57.6683,-172.18189,2015,snow crab,-116264,9056,548640,64881,39,5486439,856,72.0,26.400000000000002,1296,1612008,1240
