,LATITUDE,LONGITUDE,SURVEY_YEAR,COMMON_NAME,HAULJOIN,START_HOUR,SPECIES_CODE,CPUE,MATURITY_CODE,SPCODE_MATURITY,BOTTOM_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,VESSEL,CRUISE,HAUL
0,54.99543,-165.16376,2014,snow crab,-47204,3712,274320,300,20,2743220,444,31.6,18.4,376,805604,252
1,55.34388,-164.55249,2014,snow crab,-58930,8710,342900,9012,21,3429021,510,42.0,23.0,810,1007005,320
2,55.65595,-164.60501,2014,snow crab,-35355,4530,205740,237,15,2057415,291,24.299999999999997,12.0,486,604203,189
3,55.66635,-165.79853,2014,snow crab,-58995,8630,342900,763,21,3429021,585,41.0,20.5,470,1007005,305
4,55.67166,-168.19011,2014,snow crab,-36114,3042,205740,195,15,2057415,408,31.799999999999997,12.600000000000001,282,604203,426
5,55.6749,-166.98966,2014,snow crab,-23646,1462,137160,258,15,1371615,272,18.2,8.2,188,402802,136
6,55.68345,-165.17675,2014,snow crab,-94272,9888,548640,56682,39,5486439,864,62.39999999999999,32.0,1296,1611208,496
7,55.69406,-164.00663,2014,snow crab,-70452,7296,411480,799,23,4114823,564,52.8,24.0,972,1208406,198
8,55.99149,-165.1762,2014,snow crab,-82481,7028,480060,7657,37,4800637,672,55.3,27.299999999999997,1134,1409807,427
9,55.99536,-167.00322,2014,snow crab,-106416,9063,617220,8888,45,6172245,1215,79.19999999999999,36.0,846,1812609,621
10,55.99795,-166.39478,2014,snow crab,-94480,7584,548640,4210,39,5486439,1000,72.0,32.0,1296,1611208,576
11,55.99996,-162.81323,2014,snow crab,-46948,4940,274320,292,20,2743220,312,32.0,14.8,648,805604,112
12,56.00038,-164.04345,2014,snow crab,-46972,5784,274320,320,20,2743220,356,35.2,15.6,648,805604,136
13,56.00214,-165.78253,2014,snow crab,-106182,13041,617220,14822,45,6172245,972,72.89999999999999,36.0,846,1812609,540
14,56.00427,-168.23882,2014,snow crab,-96296,5848,548640,35974,39,5486439,1224,81.60000000000001,35.199999999999996,752,1611208,1128
15,56.01024,-167.61225,2014,snow crab,-84112,7028,480060,8331,37,4800637,931,74.9,29.4,1134,1409807,987
16,56.32156,-162.79301,2014,snow crab,-35208,2853,205740,231,13,2057413,237,22.799999999999997,10.5,486,604203,81
17,56.33085,-165.19873,2014,snow crab,-70686,10860,411480,5076,23,4114823,522,46.8,16.8,972,1208406,354
18,56.33185,-165.79951,2014,snow crab,-70782,7260,411480,26934,23,4114823,546,42.6,19.2,564,1208406,354
19,56.33331,-166.4179,2014,snow crab,-70866,7380,411480,28136,35,4114835,624,52.2,22.8,972,1208406,438
20,56.33444,-167.01919,2014,snow crab,-106425,11331,617220,17083,45,6172245,1017,78.30000000000001,35.099999999999994,846,1812609,630
21,56.3348,-168.88161,2014,snow crab,-95648,8056,548640,151062,39,5486439,1032,75.2,33.6,752,1611208,864
22,56.33619,-170.05159,2014,snow crab,-107946,10404,617220,2851,45,6172245,981,92.69999999999999,34.2,846,1812609,1071
23,56.33913,-168.2228,2014,snow crab,-95640,5832,548640,290837,39,5486439,1208,76.8,34.4,752,1611208,856
24,56.34219,-163.97246,2014,snow crab,-46976,6928,274320,1736,20,2743220,340,34.8,13.6,648,805604,140
25,56.3429,-167.65526,2014,snow crab,-96120,5776,548640,13278,39,5486439,1032,82.39999999999999,32.0,1296,1611208,1120
26,56.34509,-170.68351,2014,snow crab,-59975,7220,342900,585,26,3429026,605,50.0,21.0,470,1007005,600
27,56.34596,-164.58754,2014,snow crab,-70680,9138,411480,2284,23,4114823,528,46.8,21.0,972,1208406,348
28,56.35596,-169.45543,2014,snow crab,-59785,6180,342900,644,29,3429029,680,47.5,20.5,470,1007005,545
29,56.65832,-164.61242,2014,snow crab,-70674,7374,411480,8167,23,4114823,450,46.2,17.4,972,1208406,342
30,56.66145,-166.44135,2014,snow crab,-106308,13590,617220,228731,45,6172245,756,76.5,31.5,1458,1812609,666
31,56.66196,-168.91242,2014,snow crab,-95664,12376,548640,234214,39,5486439,808,75.2,25.599999999999998,752,1611208,880
32,56.66221,-165.83408,2014,snow crab,-94368,7440,548640,29767,39,5486439,624,54.39999999999999,25.599999999999998,752,1611208,464
33,56.66428,-167.06828,2014,snow crab,-94608,12296,548640,5119,39,5486439,760,67.2,24.800000000000004,752,1611208,568
34,56.6645,-170.1187,2014,snow crab,-59900,7750,342900,894,21,3429021,485,49.5,20.0,810,1007005,580
35,56.66468,-168.28471,2014,snow crab,-95624,12160,548640,126329,39,5486439,856,76.0,28.800000000000004,752,1611208,840
36,56.67016,-165.2204,2014,snow crab,-70668,5616,411480,17810,23,4114823,450,43.8,18.6,972,1208406,336
37,56.67299,-163.38249,2014,snow crab,-35157,5745,205740,198,11,2057411,225,23.1,9.899999999999999,282,604203,87
38,56.67359,-164.01938,2014,snow crab,-47016,2840,274320,948,16,2743216,300,32.8,13.2,648,805604,144
39,56.67455,-171.34966,2014,snow crab,-96112,13264,548640,79948,39,5486439,952,80.0,33.6,1296,1611208,1112
40,56.67623,-171.97485,2014,snow crab,-48144,6056,274320,1084,20,2743220,500,39.6,17.2,376,805604,560
41,56.67633,-162.79509,2014,snow crab,-70410,4248,411480,1625,23,4114823,426,46.2,20.4,972,1208406,156
42,56.67636,-169.50725,2014,snow crab,-71952,4344,411480,592,31,4114831,480,40.8,30.0,564,1208406,702
43,56.67681,-170.7325,2014,snow crab,-107964,15453,617220,1230,45,6172245,1026,90.89999999999999,36.900000000000006,846,1812609,1089
44,56.68282,-167.66501,2014,snow crab,-107748,15597,617220,18844,45,6172245,900,86.39999999999999,28.799999999999997,1458,1812609,972
45,56.82604,-168.62115,2014,snow crab,-95784,5640,548640,181639,39,5486439,784,73.60000000000001,24.0,1296,1611208,872
46,56.82982,-169.30259,2014,snow crab,-71946,11088,411480,2163,23,4114823,486,55.8,22.8,564,1208406,696
47,56.8305,-170.48083,2014,snow crab,-59905,3525,342900,467,21,3429021,510,49.5,20.0,810,1007005,585
48,56.83694,-169.89444,2014,snow crab,-95832,10664,548640,1663,38,5486438,576,73.60000000000001,37.6,1296,1611208,920
49,56.98918,-165.22287,2014,snow crab,-70662,4272,411480,7999,23,4114823,426,41.4,18.6,972,1208406,330
50,56.99235,-165.84958,2014,snow crab,-70770,3942,411480,20144,23,4114823,432,39.6,19.2,564,1208406,342
51,56.99334,-166.45897,2014,snow crab,-106317,15813,617220,60155,45,6172245,666,73.80000000000001,29.700000000000003,1458,1812609,675
52,56.9967,-170.17175,2014,snow crab,-59885,3710,342900,463,18,3429018,350,46.0,22.5,810,1007005,565
53,56.99816,-172.0356,2014,snow crab,-96280,9920,548640,14005,39,5486439,936,78.39999999999999,32.800000000000004,752,1611208,1112
54,56.99908,-171.38639,2014,snow crab,-96096,10032,548640,11367,39,5486439,864,79.2,30.400000000000002,1296,1611208,1096
55,57.0,-172.65215,2014,snow crab,-48488,4176,274320,2504,20,2743220,492,41.6,16.0,648,805604,576
56,57.00003,-162.78998,2014,snow crab,-58670,8640,342900,1319,21,3429021,300,38.0,20.0,810,1007005,125
57,57.00098,-170.78367,2014,snow crab,-108162,6561,617220,32754,45,6172245,864,94.5,35.099999999999994,846,1812609,1098
58,57.00124,-167.09206,2014,snow crab,-94616,14528,548640,85591,38,5486438,592,64.0,27.199999999999996,752,1611208,576
59,57.00267,-169.56058,2014,snow crab,-71868,6642,411480,947,23,4114823,366,52.8,24.0,972,1208406,684
60,57.00267,-168.9684,2014,snow crab,-95792,7568,548640,18794,39,5486439,640,73.60000000000001,25.599999999999998,1296,1611208,880
61,57.00277,-164.60364,2014,snow crab,-58880,8660,342900,3844,21,3429021,350,35.0,14.0,810,1007005,270
62,57.00278,-167.69439,2014,snow crab,-95768,12000,548640,58011,39,5486439,624,72.0,25.599999999999998,1296,1611208,856
63,57.00587,-163.38112,2014,snow crab,-58600,3285,342900,1027,21,3429021,330,34.5,19.0,470,1007005,150
64,57.00745,-164.03238,2014,snow crab,-58775,4720,342900,2519,21,3429021,345,38.0,16.5,810,1007005,185
65,57.00816,-173.2441,2014,snow crab,-24260,1500,137160,370,15,1371615,284,20.8,7.6,188,402802,288
66,57.0099,-168.3306,2014,snow crab,-95616,9928,548640,34717,39,5486439,648,74.39999999999999,24.800000000000004,752,1611208,832
67,57.15989,-169.89077,2014,snow crab,-35961,2700,205740,264,11,2057411,147,21.9,16.5,282,604203,336
68,57.17154,-169.32103,2014,snow crab,-95920,12808,548640,38100,39,5486439,584,78.39999999999999,28.800000000000004,752,1611208,920
69,57.17308,-168.59531,2014,snow crab,-71850,7416,411480,14623,23,4114823,462,58.2,19.2,972,1208406,666
70,57.31974,-168.9916,2014,snow crab,-71856,9042,411480,10194,23,4114823,426,55.2,21.0,972,1208406,672
