,LATITUDE,LONGITUDE,SURVEY_YEAR,COMMON_NAME,HAULJOIN,START_HOUR,SPECIES_CODE,CPUE,MATURITY_CODE,SPCODE_MATURITY,BOTTOM_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,VESSEL,CRUISE,HAUL
0,54.99045,-165.14573,2012,snow crab,-34076,7000,274320,804,20,2743220,448,19.2,11.2,648,804804,204
1,55.00298,-166.33789,2012,snow crab,-26808,2787,205740,186,13,2057413,432,16.200000000000003,9.3,267,603603,252
2,55.00633,-165.75963,2012,snow crab,-35700,2596,274320,358,15,2743215,520,21.6,14.0,356,804804,332
3,55.32558,-165.17568,2012,snow crab,-34092,2544,274320,1036,20,2743220,448,18.8,11.2,648,804804,208
4,55.3308,-164.57739,2012,snow crab,-36468,4516,274320,480,20,2743220,404,19.6,8.8,356,804804,200
5,55.33864,-163.42658,2012,snow crab,-27339,3453,205740,246,11,2057411,156,14.700000000000001,7.199999999999999,267,603603,138
6,55.3439,-166.9672,2012,snow crab,-59899,6363,480060,529,42,4800642,980,39.900000000000006,21.0,1134,1408407,602
7,55.34927,-167.56274,2012,snow crab,-34232,4828,274320,596,20,2743220,588,23.2,12.0,648,804804,348
8,55.6462,-165.18709,2012,snow crab,-34096,3656,274320,516,20,2743220,436,18.8,10.4,648,804804,212
9,55.65993,-164.5927,2012,snow crab,-63826,9492,480060,1536,37,4800637,672,31.5,11.2,623,1408407,357
10,55.66048,-162.83417,2012,snow crab,-33980,7360,274320,1116,20,2743220,212,16.8,7.2,648,804804,96
11,55.66091,-163.41268,2012,snow crab,-45560,4615,342900,426,18,3429018,405,22.0,9.0,445,1006005,225
12,55.66689,-168.19516,2012,snow crab,-18468,1718,137160,114,16,1371616,274,15.0,6.2,178,402402,354
13,55.66871,-165.80061,2012,snow crab,-54576,7230,411480,601,23,4114823,702,31.8,17.4,534,1207206,486
14,55.67598,-166.39253,2012,snow crab,-34220,5688,274320,220,20,2743220,508,22.4,11.6,648,804804,336
15,55.69653,-163.97979,2012,snow crab,-51090,8748,411480,1550,23,4114823,570,28.2,3.6,972,1207206,276
16,55.9935,-164.0412,2012,snow crab,-34084,3620,274320,466,15,2743215,360,18.8,3.2,648,804804,176
17,55.99495,-162.84999,2012,snow crab,-33984,2532,274320,300,20,2743220,320,16.4,2.8,648,804804,100
18,55.99701,-165.18829,2012,snow crab,-51150,7260,411480,1087,23,4114823,576,24.0,12.0,972,1207206,324
19,55.9991,-167.0076,2012,snow crab,-35756,3680,274320,232,20,2743220,540,22.4,10.4,356,804804,348
20,56.0006,-166.40108,2012,snow crab,-34216,4616,274320,516,20,2743220,496,19.6,10.0,648,804804,332
21,56.00124,-162.24188,2012,snow crab,-33968,3760,274320,584,20,2743220,288,19.2,3.2,648,804804,84
22,56.00129,-165.78539,2012,snow crab,-81855,8361,617220,4163,45,6172245,963,41.400000000000006,23.400000000000002,801,1810809,720
23,56.00209,-168.22442,2012,snow crab,-36940,4560,274320,692,20,2743220,600,29.6,12.8,356,804804,712
24,56.00297,-164.57841,2012,snow crab,-27357,4914,205740,195,11,2057411,279,13.5,2.4000000000000004,267,603603,156
25,56.00805,-163.3888,2012,snow crab,-54666,3846,411480,2550,23,4114823,528,28.2,7.2,534,1207206,264
26,56.32178,-168.23427,2012,snow crab,-36088,6012,274320,6432,20,2743220,612,32.4,12.4,648,804804,724
27,56.32685,-167.03388,2012,snow crab,-17880,2300,137160,388,16,1371616,228,10.6,4.8,178,402402,176
28,56.33107,-170.06017,2012,snow crab,-72208,9224,548640,1458,38,5486438,872,60.0,20.8,1296,1609608,1480
29,56.33154,-168.84577,2012,snow crab,-45115,8700,342900,10576,21,3429021,630,40.0,14.5,810,1006005,910
30,56.33262,-167.64943,2012,snow crab,-34244,3672,274320,1637,20,2743220,516,22.0,11.2,648,804804,360
31,56.33389,-163.41477,2012,snow crab,-54660,11052,411480,2125,23,4114823,510,28.8,4.2,534,1207206,258
32,56.33559,-164.58005,2012,snow crab,-54720,3840,411480,1315,23,4114823,522,27.6,0.6,534,1207206,318
33,56.33667,-165.80452,2012,snow crab,-36376,2604,274320,2332,20,2743220,368,17.6,4.4,356,804804,316
34,56.33687,-170.67369,2012,snow crab,-36108,5720,274320,268,20,2743220,480,30.0,12.8,648,804804,744
35,56.3378,-162.17744,2012,snow crab,-33964,2560,274320,624,20,2743220,308,18.0,0.4,648,804804,80
36,56.34199,-165.20062,2012,snow crab,-51156,9006,411480,2235,23,4114823,516,24.0,3.0,972,1207206,330
37,56.34693,-163.95971,2012,snow crab,-51120,3792,411480,2856,23,4114823,516,27.0,0.0,972,1207206,258
38,56.34818,-166.41618,2012,snow crab,-51318,5478,411480,2318,35,4114835,624,25.2,11.4,972,1207206,492
39,56.36896,-169.41262,2012,snow crab,-36100,3664,274320,1540,20,2743220,512,31.6,12.0,648,804804,736
40,56.65254,-171.35052,2012,snow crab,-72224,14072,548640,845,39,5486439,960,56.800000000000004,23.199999999999996,1296,1609608,1496
41,56.65601,-162.77385,2012,snow crab,-25494,3630,205740,228,15,2057415,216,8.7,0.0,486,603603,81
42,56.6566,-161.59947,2012,snow crab,-27204,4851,205740,198,13,2057413,267,9.899999999999999,0.30000000000000004,267,603603,66
43,56.65872,-162.19777,2012,snow crab,-45345,3195,342900,609,18,3429018,360,17.5,-1.0,445,1006005,115
44,56.66238,-168.29911,2012,snow crab,-73896,13704,548640,38086,39,5486439,848,60.0,13.599999999999998,712,1609608,1440
45,56.66315,-167.06998,2012,snow crab,-62587,9954,480060,2200,42,4800642,665,34.3,7.0,623,1408407,623
46,56.66439,-165.20353,2012,snow crab,-68216,13880,548640,9167,39,5486439,608,29.599999999999998,-1.5999999999999999,1296,1609608,448
47,56.66497,-165.84678,2012,snow crab,-63651,10913,480060,1816,36,4800636,546,28.700000000000003,-3.5,623,1408407,546
48,56.66518,-167.67072,2012,snow crab,-34248,4600,274320,7446,20,2743220,412,18.8,5.6,648,804804,364
49,56.66543,-170.72098,2012,snow crab,-34424,4884,274320,710,20,2743220,452,22.8,10.4,648,804804,536
50,56.66643,-164.60708,2012,snow crab,-36484,3664,274320,1336,20,2743220,300,16.0,-1.6,356,804804,216
51,56.66653,-171.94331,2012,snow crab,-18058,1458,137160,130,15,1371615,252,14.4,5.6,324,402402,376
52,56.66692,-166.44489,2012,snow crab,-51312,3852,411480,2649,23,4114823,510,25.8,1.2,972,1207206,486
53,56.66797,-164.01584,2012,snow crab,-51078,8436,411480,9073,23,4114823,450,22.2,-1.8,972,1207206,252
54,56.66955,-163.38791,2012,snow crab,-54654,9624,411480,2344,23,4114823,450,22.8,-0.6,534,1207206,252
55,56.67034,-170.12736,2012,snow crab,-51642,9042,411480,1071,23,4114823,582,27.6,9.0,972,1207206,810
56,56.6756,-168.91443,2012,snow crab,-71760,8864,548640,12826,39,5486439,792,43.199999999999996,8.799999999999999,712,1609608,1024
57,56.67723,-169.51768,2012,snow crab,-43040,8750,342900,6182,21,3429021,395,21.5,8.5,810,1006005,680
58,56.82867,-170.4811,2012,snow crab,-51630,6066,411480,717,23,4114823,606,27.0,11.4,972,1207206,798
59,56.83233,-169.84508,2012,snow crab,-34412,6532,274320,2991,20,2743220,288,20.0,0.8,648,804804,524
60,56.83465,-169.30223,2012,snow crab,-68808,9192,548640,6686,39,5486439,632,43.199999999999996,-1.5999999999999999,1296,1609608,1032
61,56.83637,-168.61267,2012,snow crab,-53814,5406,411480,10361,23,4114823,576,32.4,5.4,534,1207206,762
62,56.98338,-165.22915,2012,snow crab,-76752,9945,617220,24930,45,6172245,639,34.2,-7.199999999999999,1458,1810809,513
63,56.99644,-167.70525,2012,snow crab,-68504,11408,548640,10527,43,5486443,624,33.6,1.5999999999999999,1296,1609608,736
64,56.99685,-167.09598,2012,snow crab,-80478,14895,617220,5439,45,6172245,666,41.400000000000006,-4.5,801,1810809,810
65,56.9975,-169.57499,2012,snow crab,-77418,12645,617220,19781,45,6172245,540,45.0,-0.8999999999999999,1458,1810809,1170
66,56.99854,-165.86057,2012,snow crab,-81828,11916,617220,11804,45,6172245,648,34.2,-9.0,801,1810809,693
