,LATITUDE,LONGITUDE,SURVEY_YEAR,COMMON_NAME,HAULJOIN,START_HOUR,SPECIES_CODE,CPUE,MATURITY_CODE,SPCODE_MATURITY,BOTTOM_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,VESSEL,CRUISE,HAUL
0,54.99155,-165.14875,2009,snow crab,-30018,10446,411480,1421,23,4114823,660,30.6,23.4,534,1205406,324
1,54.99262,-166.33806,2009,snow crab,-20760,2816,274320,770,15,2743215,572,25.2,14.0,356,803604,288
2,55.00194,-165.74135,2009,snow crab,-32046,7878,411480,1963,23,4114823,780,33.0,21.6,528,1205406,474
3,55.00358,-166.9359,2009,snow crab,-15573,3018,205740,183,11,2057411,465,18.6,10.5,267,602703,219
4,55.31852,-165.1685,2009,snow crab,-30012,9030,411480,911,23,4114823,666,34.8,21.0,534,1205406,318
5,55.33505,-165.78115,2009,snow crab,-30120,7824,411480,434,23,4114823,720,34.8,21.6,534,1205406,426
6,55.3379,-166.3425,2009,snow crab,-21368,6820,274320,980,20,2743220,532,26.4,13.6,352,803604,320
7,55.33793,-164.02735,2009,snow crab,-29868,9654,411480,2338,23,4114823,468,30.6,18.0,534,1205406,174
8,55.33825,-163.412,2009,snow crab,-29862,6936,411480,5664,23,4114823,318,29.4,19.2,534,1205406,168
9,55.34156,-164.5672,2009,snow crab,-29880,5424,411480,2750,23,4114823,600,28.8,16.8,534,1205406,186
10,55.34538,-166.96656,2009,snow crab,-31152,7494,411480,963,23,4114823,834,37.2,20.4,534,1205406,444
11,55.35851,-167.54971,2009,snow crab,-15579,4803,205740,180,11,2057411,438,18.9,10.2,267,602703,225
12,55.64707,-165.18856,2009,snow crab,-25005,6165,342900,607,21,3429021,545,28.5,17.5,445,1004505,260
13,55.64831,-164.58371,2009,snow crab,-29886,6786,411480,3131,23,4114823,576,33.0,9.6,534,1205406,192
14,55.66318,-163.4098,2009,snow crab,-29856,5568,411480,2698,23,4114823,492,31.2,2.4,534,1205406,162
15,55.67011,-166.9805,2009,snow crab,-24405,7225,342900,443,21,3429021,675,31.0,18.0,440,1004505,380
16,55.67142,-162.8274,2009,snow crab,-14925,1950,205740,438,13,2057413,153,14.100000000000001,7.199999999999999,267,602703,78
17,55.67265,-166.3935,2009,snow crab,-40152,7440,548640,1392,39,5486439,1016,49.60000000000001,25.599999999999998,712,1607208,560
18,55.67285,-167.58635,2009,snow crab,-25970,3290,342900,315,26,3429026,680,31.5,17.0,445,1004505,380
19,55.67845,-165.806,2009,snow crab,-30024,3834,411480,929,23,4114823,708,36.6,20.4,534,1205406,330
20,55.70548,-164.01645,2009,snow crab,-29892,8544,411480,1939,23,4114823,558,33.6,4.2,534,1205406,198
