,LATITUDE,LONGITUDE,SURVEY_YEAR,COMMON_NAME,HAULJOIN,START_HOUR,SPECIES_CODE,CPUE,MATURITY_CODE,SPCODE_MATURITY,BOTTOM_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,VESSEL,CRUISE,HAUL
0,54.68287,-165.15366,1998,snow crab,5624058,9810,411480,5505,23,4114823,504,39.0,30.6,528,1198806,336
1,54.99023,-166.94647,1998,snow crab,5623914,3798,411480,3552,23,4114823,954,49.8,0.0,528,1198806,510
2,54.99523,-165.16202,1998,snow crab,5624742,6726,411480,35047,23,4114823,648,40.8,25.2,534,1198806,306
3,55.00388,-166.34706,1998,snow crab,5624754,6720,411480,6093,23,4114823,858,45.6,22.8,534,1198806,318
4,55.00636,-165.75112,1998,snow crab,5624064,6030,411480,12148,23,4114823,774,46.8,24.6,528,1198806,342
5,55.0322,-164.60495,1998,snow crab,5624052,7854,411480,1533,23,4114823,384,40.2,36.0,528,1198806,330
6,55.31509,-164.59269,1998,snow crab,7498728,8176,548640,21970,39,5486439,816,51.199999999999996,41.6,704,1598408,432
7,55.32643,-165.77843,1998,snow crab,5624070,7392,411480,6390,23,4114823,720,49.8,24.6,528,1198806,348
8,55.32678,-167.5531,1998,snow crab,7499888,5048,548640,4486,38,5486438,1192,64.0,29.599999999999998,712,1598408,640
9,55.3301,-165.20028,1998,snow crab,7499648,6856,548640,4909,39,5486439,872,55.199999999999996,32.0,712,1598408,400
10,55.33247,-166.97908,1998,snow crab,5623920,5532,411480,1419,23,4114823,834,48.0,24.0,528,1198806,516
11,55.33492,-164.00315,1998,snow crab,2812293,1881,205740,207,11,2057411,231,18.9,14.700000000000001,267,599403,75
12,55.3359,-163.42169,1998,snow crab,2812101,1920,205740,1224,11,2057411,159,20.700000000000003,16.799999999999997,264,599403,84
13,55.33813,-166.35759,1998,snow crab,7499680,10816,548640,5680,38,5486438,1056,69.60000000000001,30.400000000000002,712,1598408,432
14,55.63603,-164.577,1998,snow crab,7498920,5072,548640,15167,39,5486439,776,55.199999999999996,36.800000000000004,704,1598408,416
15,55.65355,-166.96263,1998,snow crab,5623926,6918,411480,670,23,4114823,804,49.8,24.6,528,1198806,522
16,55.65891,-165.80902,1998,snow crab,8436114,13527,617220,3514,45,6172245,1044,84.60000000000001,36.900000000000006,792,1798209,531
17,55.65999,-163.41449,1998,snow crab,5624208,5460,411480,5530,23,4114823,480,43.2,27.6,528,1198806,174
18,55.66663,-165.20407,1998,snow crab,5624730,3762,411480,3066,23,4114823,642,40.2,27.0,534,1198806,294
19,55.66698,-167.57724,1998,snow crab,5624922,5574,411480,3825,23,4114823,810,48.0,24.0,534,1198806,486
20,55.66876,-166.3868,1998,snow crab,7499688,12960,548640,4385,38,5486438,1008,72.0,31.199999999999996,712,1598408,440
21,55.67169,-168.1801,1998,snow crab,5624928,7284,411480,3184,23,4114823,810,49.2,22.8,534,1198806,492
22,55.67504,-162.84263,1998,snow crab,5624352,9612,411480,2401,23,4114823,306,52.2,32.4,528,1198806,162
23,55.69523,-164.00116,1998,snow crab,5624592,5424,411480,13218,23,4114823,564,41.4,21.6,534,1198806,156
24,55.97685,-167.03151,1998,snow crab,5623932,8526,411480,3680,23,4114823,810,51.6,24.6,528,1198806,528
25,55.9866,-168.21309,1998,snow crab,5624934,8598,411480,7266,23,4114823,888,48.6,22.2,534,1198806,498
26,55.99278,-167.6068,1998,snow crab,5623938,9888,411480,7035,23,4114823,798,51.0,24.6,528,1198806,534
27,55.99345,-162.26383,1998,snow crab,3749564,4980,274320,718,15,2743215,284,31.2,21.6,352,799204,104
28,55.99577,-162.81609,1998,snow crab,5624580,8448,411480,3978,23,4114823,474,44.4,24.6,534,1198806,144
29,55.99615,-166.39841,1998,snow crab,8437158,5652,617220,7250,45,6172245,1116,72.0,35.099999999999994,801,1798209,504
30,55.99857,-163.39319,1998,snow crab,5624214,6864,411480,23273,23,4114823,516,45.0,0.0,528,1198806,180
31,55.99914,-165.18649,1998,snow crab,8437086,14490,617220,9139,45,6172245,837,63.0,34.2,801,1798209,432
32,56.00253,-163.9833,1998,snow crab,5624598,6780,411480,9897,23,4114823,540,42.0,21.6,534,1198806,162
33,56.00325,-164.56465,1998,snow crab,5624184,10938,411480,11555,23,4114823,552,40.2,19.8,528,1198806,306
34,56.01668,-165.79699,1998,snow crab,7498776,5096,548640,4463,38,5486438,856,66.39999999999999,34.4,704,1598408,480
35,56.312,-164.60074,1998,snow crab,7498896,11216,548640,5937,38,5486438,688,54.39999999999999,28.800000000000004,704,1598408,392
36,56.31248,-162.21117,1998,snow crab,5624340,5412,411480,1804,23,4114823,450,48.6,22.8,528,1198806,150
37,56.31666,-168.2379,1998,snow crab,5624940,9954,411480,64580,23,4114823,924,51.0,22.2,534,1198806,504
38,56.31949,-167.03931,1998,snow crab,7498544,13016,548640,5622,38,5486438,904,72.0,0.0,704,1598408,672
39,56.3287,-170.67784,1998,snow crab,5623692,8142,411480,463,23,4114823,714,51.0,0.0,528,1198806,756
40,56.3298,-165.20559,1998,snow crab,7499624,10744,548640,8446,38,5486438,584,54.39999999999999,24.0,712,1598408,376
41,56.33078,-162.80299,1998,snow crab,5624574,5442,411480,5041,23,4114823,468,45.0,24.0,534,1198806,138
42,56.33134,-168.87388,1998,snow crab,7498424,7216,548640,24004,39,5486439,1024,69.60000000000001,30.400000000000002,704,1598408,760
43,56.33268,-167.6482,1998,snow crab,5624910,9348,411480,13165,23,4114823,768,49.8,23.4,534,1198806,474
44,56.3336,-161.61718,1998,snow crab,2812245,1875,205740,216,11,2057411,195,27.0,11.7,267,599403,27
45,56.33419,-163.39178,1998,snow crab,7498960,11264,548640,12251,38,5486438,688,60.0,26.400000000000002,704,1598408,248
46,56.33442,-170.07078,1998,snow crab,5623686,6690,411480,3843,23,4114823,648,49.8,0.0,528,1198806,750
47,56.33666,-165.79868,1998,snow crab,8436132,7713,617220,9007,45,6172245,828,72.89999999999999,31.5,792,1798209,549
48,56.33702,-166.41227,1998,snow crab,8437167,7677,617220,13038,45,6172245,936,70.19999999999999,32.400000000000006,801,1798209,513
49,56.36651,-163.99251,1998,snow crab,5624604,8556,411480,8418,23,4114823,516,42.0,19.2,534,1198806,168
50,56.65162,-165.81906,1998,snow crab,8436141,9999,617220,14214,45,6172245,711,72.0,29.700000000000003,792,1798209,558
51,56.65376,-163.97191,1998,snow crab,5624610,9876,411480,7918,23,4114823,456,40.2,18.6,534,1198806,174
52,56.65462,-164.60326,1998,snow crab,7498888,9056,548640,13562,38,5486438,600,52.800000000000004,24.800000000000004,704,1598408,384
53,56.65934,-171.34881,1998,snow crab,7500208,9176,548640,3599,39,5486439,952,65.60000000000001,28.800000000000004,712,1598408,960
54,56.66161,-165.21864,1998,snow crab,7499616,8944,548640,13186,38,5486438,584,51.199999999999996,24.0,712,1598408,368
55,56.66188,-172.57681,1998,snow crab,5625228,9912,411480,640,23,4114823,816,51.6,21.6,534,1198806,792
56,56.66248,-170.73903,1998,snow crab,3749132,6572,274320,988,16,2743216,452,35.2,15.2,352,799204,508
57,56.66386,-162.78664,1998,snow crab,5624568,9606,411480,5693,23,4114823,432,51.0,21.0,534,1198806,132
58,56.66442,-162.18749,1998,snow crab,5624334,9198,411480,3345,23,4114823,390,46.2,19.8,528,1198806,144
59,56.66522,-167.68856,1998,snow crab,7499872,10656,548640,14768,38,5486438,816,68.8,27.199999999999996,712,1598408,624
60,56.66803,-166.42647,1998,snow crab,7499712,9056,548640,14249,38,5486438,680,63.199999999999996,26.400000000000002,712,1598408,464
61,56.6695,-168.27725,1998,snow crab,7498416,15560,548640,80549,39,5486439,848,72.0,30.400000000000002,704,1598408,752
62,56.66996,-171.97388,1998,snow crab,4687635,7135,342900,443,31,3429031,630,41.0,18.0,445,999005,605
63,56.67095,-168.89407,1998,snow crab,7499960,12928,548640,69128,39,5486439,808,68.0,28.800000000000004,712,1598408,712
64,56.67237,-161.58346,1998,snow crab,5624496,6660,411480,7471,23,4114823,540,36.6,19.2,534,1198806,60
65,56.67978,-170.13968,1998,snow crab,5623680,5022,411480,2277,23,4114823,588,48.0,23.4,528,1198806,744
66,56.68194,-167.07744,1998,snow crab,7498536,10712,548640,9250,39,5486439,744,71.2,0.0,704,1598408,664
67,56.68575,-163.40191,1998,snow crab,5624226,3948,411480,5235,23,4114823,450,42.0,20.4,528,1198806,192
68,56.83138,-169.90553,1998,snow crab,5624982,5406,411480,2370,23,4114823,438,45.0,25.8,534,1198806,546
69,56.83502,-169.30073,1998,snow crab,8437464,5688,617220,18332,45,6172245,729,65.69999999999999,30.599999999999994,801,1798209,810
70,56.83711,-170.48412,1998,snow crab,7498232,5032,548640,3816,38,5486438,816,59.199999999999996,31.199999999999996,704,1598408,984
71,56.8391,-168.6118,1998,snow crab,7499952,11208,548640,22979,39,5486439,768,68.0,28.800000000000004,712,1598408,704
72,56.99205,-162.17448,1998,snow crab,5624328,6600,411480,2924,23,4114823,372,41.4,20.4,528,1198806,138
